age,height_cm,weight_kg,potential,international_reputation,weak_foot,shooting,passing,dribbling,defending,physic,value_eur
24,178,70,73,1,4,57,63,69,25,55,1000000
23,191,80,73,1,3,32,40,40,67,78,900000
24,188,96,73,1,2,40,44,48,59,87,900000
24,186,84,73,1,3,42,56,58,65,87,900000
23,179,64,73,1,3,28,57,68,63,67,875000
24,183,75,73,1,3,37,52,63,68,60,875000
24,180,72,73,1,3,58,64,62,58,61,1000000
23,172,67,73,1,3,60,58,70,25,45,1000000
23,182,72,73,1,3,33,44,50,65,74,900000
21,170,65,73,1,3,64,64,71,35,53,1100000
23,181,74,73,1,3,64,57,67,32,66,1100000
23,176,78,73,1,3,50,60,68,61,65,875000
24,183,79,73,1,3,65,45,65,26,67,1100000
23,174,64,73,1,3,53,61,65,64,70,900000
24,196,89,73,1,4,33,43,43,65,77,900000
22,188,81,73,1,2,31,45,41,65,73,900000
24,186,83,73,1,3,68,47,64,23,56,1100000
25,193,88,73,1,3,30,42,41,65,78,875000
23,183,73,73,1,4,65,62,67,40,69,1100000
23,181,86,73,1,2,37,42,46,65,77,900000
23,173,62,73,1,3,56,62,69,65,67,1000000
21,179,64,73,1,3,65,59,69,31,52,1100000
23,179,73,73,1,3,69,49,61,28,61,1100000
23,184,80,73,1,3,65,61,71,38,63,1000000
22,193,85,73,1,4,28,47,45,64,80,900000
23,185,80,73,1,3,67,53,63,23,60,1100000
23,184,79,73,1,2,42,59,54,66,70,0
25,176,69,72,1,3,64,65,68,57,64,1000000
24,181,77,72,1,3,65,68,64,63,70,875000
24,175,71,72,1,4,63,58,69,34,79,1000000
24,180,70,72,1,4,65,67,67,57,61,1000000
25,191,80,72,1,3,57,60,69,61,81,850000
24,185,78,72,1,4,68,45,62,35,61,1000000
24,186,80,72,1,2,18,34,47,67,68,875000
25,184,78,72,1,4,64,63,64,42,71,1000000
25,173,73,72,1,3,62,66,71,60,62,1000000
24,175,78,72,1,3,55,57,68,63,74,850000
24,177,70,72,1,3,43,62,63,61,65,850000
21,165,67,72,1,4,61,61,73,50,49,1000000
24,176,70,72,1,3,44,67,66,65,69,1000000
26,178,70,72,1,3,47,61,62,66,69,850000
25,182,81,72,1,2,50,43,38,67,68,850000
25,178,74,72,1,3,60,71,68,48,58,1000000
24,172,76,72,1,3,53,65,70,62,68,1000000
25,178,73,72,1,3,65,59,65,38,64,1000000
26,175,73,72,1,3,51,58,60,64,69,850000
24,184,84,72,1,3,59,63,69,58,69,850000
23,175,70,72,1,3,51,68,66,42,56,1000000
24,185,80,72,1,3,33,56,63,64,71,850000
24,167,70,72,1,3,60,60,70,41,60,1000000
22,191,80,72,1,3,51,51,50,64,73,875000
24,195,81,72,1,2,33,51,48,66,72,875000
24,181,76,72,1,3,54,64,67,57,65,1000000
25,188,82,72,1,3,29,31,43,65,74,850000
23,188,75,72,1,4,69,62,65,42,73,1000000
24,186,80,72,1,2,59,65,63,64,75,1000000
22,170,65,72,1,2,58,62,70,51,59,1000000
24,180,76,72,1,3,65,63,70,39,58,1000000
23,172,72,72,1,3,62,65,72,54,58,1000000
25,193,95,72,1,2,34,40,39,67,78,850000
22,182,76,72,1,3,68,51,65,21,61,1000000
22,187,72,72,1,3,40,49,64,62,70,850000
23,182,80,72,1,3,44,57,64,62,70,850000
20,175,65,72,1,3,36,52,65,64,64,850000
24,185,82,72,1,3,26,38,42,66,77,875000
24,185,78,72,1,3,62,60,67,31,61,1000000
23,182,72,72,1,3,31,46,56,67,74,850000
24,180,79,72,1,3,45,62,59,64,70,850000
23,167,61,72,1,3,53,62,68,31,49,1000000
24,175,72,72,1,4,60,63,66,52,73,1000000
24,180,77,72,1,2,35,42,52,64,74,875000
26,190,88,72,1,3,39,46,40,66,75,850000
24,184,83,72,1,3,26,54,64,67,71,850000
23,190,79,72,1,2,33,50,53,67,68,875000
24,193,85,72,1,4,68,45,60,26,66,1000000
24,183,83,72,1,4,30,57,47,67,77,875000
23,174,68,72,1,3,54,64,70,34,44,1000000
24,183,79,72,1,4,66,43,60,30,72,1000000
24,180,83,72,1,3,68,52,66,28,55,1000000
23,183,76,72,1,3,34,56,71,60,70,850000
25,181,85,72,1,4,68,54,69,29,55,1000000
23,171,64,72,1,3,67,54,67,21,50,1000000
24,183,75,72,1,3,53,70,69,62,65,850000
25,183,75,72,1,2,68,48,64,22,67,1000000
24,185,77,72,1,3,42,46,55,64,78,875000
26,187,78,72,1,3,25,49,37,68,65,850000
25,183,80,71,1,3,64,54,63,26,69,1000000
24,180,76,71,1,3,53,66,69,63,64,975000
25,180,76,71,1,3,59,67,63,63,70,825000
25,183,80,71,1,2,63,56,68,27,63,1000000
25,180,84,71,1,4,62,61,71,55,56,975000
25,182,79,71,1,3,46,62,65,63,69,825000
25,175,58,71,1,3,43,63,63,60,71,825000
25,170,70,71,1,3,61,60,66,66,69,975000
25,187,72,71,1,3,59,61,61,65,76,825000
25,181,75,71,1,3,52,64,64,61,68,825000
25,183,73,71,1,3,45,62,64,65,67,825000
24,178,75,71,1,4,66,64,70,33,58,1000000
25,185,74,71,1,3,64,45,65,28,75,1000000
25,181,75,71,1,3,26,45,57,65,77,825000
24,187,78,71,1,3,64,57,70,32,66,1000000
24,175,73,71,1,3,56,63,65,64,72,975000
26,193,90,71,1,4,47,57,51,64,79,825000
24,173,77,71,1,2,50,67,66,63,72,825000
25,190,88,71,1,2,31,42,45,63,76,825000
24,183,79,71,1,3,62,55,70,27,71,1000000
26,179,72,71,1,2,25,40,42,67,72,825000
25,190,80,71,1,3,64,47,60,37,79,1000000
23,179,74,71,1,3,63,64,67,51,63,1000000
24,187,82,71,1,3,37,55,46,67,71,850000
25,183,83,71,1,3,36,49,48,67,67,825000
24,163,64,71,1,3,56,64,72,61,64,850000
24,167,69,71,1,3,38,56,56,66,63,825000
26,171,70,71,1,3,48,60,56,63,74,825000
25,176,67,71,1,3,32,59,56,62,60,825000
24,188,75,71,1,3,66,47,60,27,66,1000000
23,196,91,71,1,2,63,52,61,29,70,1000000
23,193,78,71,1,2,31,58,60,63,75,825000
25,175,66,71,1,3,35,47,62,66,68,825000
24,174,65,71,1,3,50,65,65,63,65,850000
25,173,60,71,1,3,58,66,70,47,48,975000
24,182,73,71,1,3,55,65,65,58,72,975000
25,181,79,71,1,3,30,38,37,69,69,825000
24,191,84,71,1,4,39,51,53,64,78,0
24,178,75,71,1,4,69,41,65,31,65,1000000
24,183,78,71,1,3,62,67,68,53,64,975000
25,178,80,71,1,3,23,42,51,67,68,825000
23,178,70,71,1,2,56,67,70,51,56,975000
24,176,68,71,1,4,68,60,70,33,43,1000000
25,178,74,71,1,3,66,43,67,21,61,1000000
25,185,74,71,1,3,33,53,49,66,70,825000
24,180,77,71,1,3,47,64,66,57,71,825000
26,186,80,71,1,2,33,50,56,67,76,825000
24,184,77,71,1,3,61,59,68,52,63,1000000
24,180,77,71,1,2,66,50,66,25,65,1000000
24,190,83,71,1,3,62,54,64,31,71,1000000
25,190,90,71,1,2,30,38,40,66,74,825000
24,192,88,71,1,3,34,46,46,66,73,850000
23,188,79,71,1,3,41,54,51,64,73,850000
24,189,83,71,1,2,29,44,33,68,74,850000
23,187,87,71,1,4,68,49,67,18,70,1000000
25,177,66,70,1,3,64,63,67,51,72,950000
26,188,79,70,1,2,38,50,44,67,73,800000
26,183,84,70,1,3,62,63,68,61,75,925000
25,180,75,70,1,3,64,70,70,53,64,950000
26,174,67,70,1,3,56,66,70,55,53,925000
26,196,93,70,1,2,28,43,48,67,74,800000
25,175,67,70,1,3,43,59,67,62,75,800000
25,186,75,70,1,3,66,56,65,31,62,975000
26,188,85,70,1,3,35,38,40,66,74,800000
24,178,75,70,1,5,59,60,68,33,59,975000
24,178,74,70,1,3,59,57,68,40,61,975000
26,179,66,70,1,2,61,63,65,63,69,800000
24,188,87,70,1,3,40,66,63,65,74,800000
25,178,72,70,1,3,51,58,69,34,61,950000
24,188,84,70,1,3,37,56,54,67,66,825000
24,183,73,70,1,3,50,58,62,61,78,800000
25,180,75,70,1,2,55,58,66,64,66,800000
24,173,67,70,1,3,56,60,69,24,63,975000
26,180,73,70,1,3,30,54,63,71,69,800000
25,177,68,70,1,4,64,64,71,24,60,950000
26,175,72,70,1,3,35,54,65,64,66,775000
24,179,69,70,1,4,55,64,64,54,69,975000
25,183,80,70,1,2,37,59,66,65,68,800000
24,193,83,70,1,2,24,41,49,66,76,825000
24,188,76,70,1,4,54,59,63,65,72,825000
24,170,63,70,1,4,59,63,71,34,54,975000
25,181,76,70,1,3,60,63,66,55,66,950000
26,182,81,70,1,2,63,56,60,36,82,975000
26,190,78,70,1,3,35,57,51,67,69,800000
25,172,70,70,1,4,53,60,67,66,65,800000
23,183,78,70,1,3,32,49,45,63,81,825000
24,175,74,70,1,4,61,65,68,42,62,975000
26,190,72,70,1,3,39,51,56,68,80,800000
26,180,78,70,1,3,43,52,61,66,77,775000
26,174,74,70,1,3,35,57,60,62,68,775000
25,192,82,70,1,2,32,36,47,67,71,800000
26,179,78,70,1,3,26,53,51,64,75,775000
27,187,80,70,1,3,39,49,56,66,67,775000
25,180,77,70,1,3,26,56,60,64,77,800000
24,174,66,70,1,2,59,66,67,38,51,975000
26,174,68,70,1,3,61,66,69,50,61,925000
25,178,70,70,1,3,67,51,64,31,67,975000
25,171,70,70,1,2,57,63,70,60,57,950000
23,185,81,70,1,4,61,48,62,65,70,825000
25,173,70,70,1,3,45,62,68,63,64,950000
25,180,74,70,1,2,60,62,68,31,60,950000
24,200,96,70,1,2,33,42,41,66,75,825000
25,179,74,70,1,3,55,66,71,50,62,950000
25,180,75,70,1,3,61,67,66,60,66,950000
25,177,70,70,1,3,65,61,70,33,58,950000
24,175,69,70,1,4,46,63,69,57,63,950000
26,178,79,70,1,3,28,45,41,67,74,800000
22,169,63,70,1,3,29,57,67,59,59,800000
25,169,65,70,1,4,63,63,71,23,57,950000
25,175,70,70,1,5,51,57,71,29,52,950000
25,185,82,70,1,3,36,48,51,69,65,800000
26,189,85,70,1,3,47,57,56,67,72,800000
25,181,74,70,1,3,41,58,63,65,68,800000
25,180,88,70,1,4,64,44,62,24,78,975000
25,183,70,70,1,3,64,64,68,55,65,950000
25,175,75,70,1,4,57,63,69,53,64,950000
26,188,78,70,1,3,67,52,61,20,63,975000
23,178,64,70,1,3,67,56,70,19,46,975000
28,191,86,69,1,3,27,49,46,67,72,725000
26,180,75,69,1,3,44,52,59,66,65,775000
27,186,78,69,1,3,54,59,57,64,78,750000
26,179,77,69,1,3,66,66,69,30,65,925000
27,189,89,69,1,3,47,54,41,66,72,750000
28,180,74,69,1,3,32,53,53,66,73,725000
25,180,75,69,1,3,59,62,67,45,67,925000
27,180,71,69,1,3,49,60,56,68,72,750000
26,182,76,69,1,5,36,53,63,67,68,775000
25,177,64,69,1,2,67,59,64,63,74,925000
25,185,79,69,1,3,60,66,66,59,62,925000
27,183,79,69,1,3,25,62,58,66,69,750000
25,177,76,69,1,4,68,62,67,33,71,925000
26,182,72,69,1,3,67,60,62,36,68,925000
26,190,70,69,1,4,35,53,58,65,71,775000
26,185,77,69,1,2,21,37,41,68,70,775000
26,187,81,69,1,4,63,42,66,24,77,925000
28,187,84,69,1,3,29,41,42,66,71,725000
26,179,75,69,1,5,64,67,67,57,58,900000
25,195,87,69,1,3,32,48,43,67,72,775000
24,169,68,69,1,3,53,70,66,49,61,950000
25,189,86,69,1,4,39,48,42,66,65,775000
26,177,73,69,1,3,51,56,65,65,73,775000
24,170,64,69,1,2,52,60,66,64,51,775000
26,186,83,69,1,2,62,54,63,30,69,925000
25,177,70,69,1,3,62,59,70,38,62,925000
27,185,83,69,1,3,44,48,55,67,73,750000
26,185,80,69,1,3,65,43,62,29,69,925000
26,173,77,69,1,2,55,60,68,65,74,750000
28,194,88,69,1,3,35,43,42,64,77,725000
26,187,85,69,1,3,49,61,66,66,71,750000
25,179,68,69,1,4,48,60,68,59,68,925000
25,187,84,69,1,2,61,61,71,26,69,925000
28,188,86,68,1,3,33,48,48,64,73,700000
27,184,90,68,1,3,49,63,61,67,76,700000
29,179,70,68,1,3,40,54,49,66,73,675000
27,186,74,68,1,2,66,41,64,26,60,0
26,175,74,68,1,3,67,67,66,39,64,900000
27,176,83,68,1,2,65,58,71,27,74,900000
27,185,71,68,1,3,57,64,67,63,73,850000
27,176,70,68,1,3,55,65,68,52,64,850000
27,187,79,68,1,3,67,61,65,37,74,900000
27,183,76,68,1,3,59,64,60,66,71,725000
26,176,78,68,1,3,63,61,69,43,64,900000
26,178,72,68,1,3,51,63,66,69,79,875000
26,180,77,68,1,3,66,68,69,64,77,875000
25,168,77,68,1,3,61,60,68,26,62,900000
26,169,67,68,1,3,61,66,70,40,46,900000
26,178,74,68,1,2,66,70,68,49,62,900000
27,188,80,68,1,3,41,62,66,65,77,700000
27,174,73,68,1,3,47,62,64,65,73,700000
26,180,84,68,1,3,66,56,64,38,70,900000
26,182,72,68,1,3,66,66,68,57,67,900000
26,179,64,68,1,3,65,66,69,57,67,875000
26,179,76,68,1,3,57,64,70,46,56,900000
26,173,66,68,1,4,64,65,66,60,69,875000
26,177,76,68,1,3,62,65,70,29,65,900000
26,196,90,68,1,3,32,45,49,65,77,750000
27,174,63,68,1,4,61,65,68,27,59,875000
26,179,72,68,1,2,46,59,66,64,68,725000
26,186,80,68,1,2,47,55,55,65,76,750000
28,178,75,68,1,3,51,62,64,64,67,700000
26,169,72,68,1,2,63,59,73,26,59,900000
26,184,80,68,1,3,57,64,70,65,62,725000
26,185,87,68,1,3,59,64,65,63,73,725000
25,192,82,68,1,3,28,54,54,65,77,750000
28,175,72,68,1,4,63,65,68,64,66,700000
26,181,67,68,1,3,55,62,64,59,72,875000
25,171,67,68,1,4,59,62,69,45,61,900000
26,188,84,68,1,3,65,52,63,22,65,900000
28,175,68,68,1,3,54,60,62,62,74,700000
26,181,87,68,1,3,47,56,66,63,75,725000
27,179,81,68,1,3,69,64,69,33,63,900000
27,182,77,68,1,4,48,63,58,64,66,725000
27,187,80,68,1,3,66,56,62,40,75,0
26,183,77,68,1,3,65,61,68,38,64,900000
29,183,79,68,1,2,32,40,49,65,72,675000
26,174,71,68,1,3,52,61,66,43,70,900000
27,180,71,68,1,3,52,64,66,61,71,725000
26,180,84,68,1,2,29,52,52,65,71,750000
27,182,82,68,1,2,46,59,61,66,74,700000
26,177,75,68,1,3,61,65,71,33,51,900000
26,177,75,68,1,3,48,64,72,45,64,900000
26,172,68,68,1,4,60,66,68,52,60,875000
26,188,79,68,1,2,43,64,65,66,70,725000
27,184,73,68,1,2,65,50,62,24,72,900000
26,180,65,68,1,3,51,62,66,64,61,725000
27,166,65,68,1,5,48,59,63,62,63,700000
26,179,70,68,1,3,61,60,68,60,65,900000
25,172,66,68,1,3,46,65,72,26,56,900000
26,172,69,68,1,4,58,62,69,33,49,900000
29,176,75,68,1,2,23,39,43,66,64,675000
27,175,70,68,1,2,65,59,70,38,64,900000
25,180,72,68,1,3,26,37,50,65,71,750000
29,184,78,68,1,3,33,43,51,68,70,675000
26,180,74,68,1,2,31,51,64,67,75,725000
27,178,74,68,1,3,33,54,67,63,66,700000
26,184,72,68,1,3,63,61,68,29,68,900000
25,186,82,68,1,3,66,61,68,32,67,900000
26,180,76,68,1,3,65,44,64,31,62,900000
25,178,70,68,1,3,70,62,68,60,61,900000
27,185,73,68,1,4,67,60,64,26,57,900000
26,175,74,68,1,3,65,59,70,50,53,900000
26,176,75,68,1,5,59,64,67,33,55,900000
26,191,82,68,1,2,64,39,60,24,71,900000
27,170,70,68,1,3,47,69,69,54,55,850000
26,184,85,68,1,3,49,60,62,64,73,875000
28,168,69,68,1,3,35,62,66,63,69,0
35,176,74,67,2,4,68,75,67,44,46,325000
36,183,74,67,2,5,66,72,66,50,59,240000
33,190,84,67,2,2,37,45,39,66,76,300000
35,173,61,67,1,3,64,69,67,63,63,180000
35,182,70,67,1,3,58,68,69,55,65,325000
34,175,68,67,1,4,64,63,68,39,65,375000
34,179,74,67,1,4,60,69,66,59,70,375000
36,184,94,67,1,4,65,67,69,51,74,260000
31,183,76,67,1,3,59,62,68,41,65,675000
34,187,78,67,1,4,44,63,51,69,65,230000
33,191,89,67,1,3,27,50,51,65,75,300000
33,178,73,67,1,3,58,62,67,63,67,300000
37,187,82,67,1,3,36,39,44,69,67,100000
36,174,65,67,1,3,52,62,68,61,68,90000
34,170,73,67,1,3,47,58,58,65,76,230000
34,193,90,67,1,2,34,49,34,66,77,230000
33,175,77,67,1,2,67,64,70,45,55,475000
31,180,77,67,1,3,55,59,65,69,71,500000
33,171,67,67,1,3,63,67,69,47,61,475000
34,190,74,67,1,5,27,48,47,68,63,230000
33,183,77,67,2,3,68,60,68,35,69,475000
36,180,76,67,1,4,44,63,59,65,74,90000
34,180,83,67,1,3,65,57,63,43,77,400000
31,176,66,67,1,2,43,59,65,66,67,500000
32,175,70,67,1,4,69,66,67,65,64,450000
31,172,68,67,1,3,66,64,72,30,52,675000
31,183,75,67,1,3,41,60,59,64,73,525000
33,177,70,67,1,3,46,51,52,63,78,300000
35,191,88,67,1,3,71,58,60,33,74,350000
35,176,72,67,1,4,52,62,68,62,75,160000
32,188,80,67,1,3,46,58,55,67,68,450000
33,172,70,67,1,3,61,65,68,61,68,450000
34,187,83,67,1,3,48,45,50,66,75,230000
32,186,76,67,1,3,38,49,54,63,77,450000
33,180,88,67,1,3,41,44,48,64,83,300000
36,178,77,67,1,3,67,71,64,63,60,240000
33,185,69,67,1,3,61,62,65,65,80,450000
35,184,73,67,1,3,44,52,51,66,67,180000
35,187,80,67,1,3,64,55,64,33,68,350000
38,173,67,67,1,3,67,63,69,37,61,270000
32,173,71,67,1,3,66,60,66,51,76,600000
31,182,82,67,1,3,36,48,50,65,73,525000
32,180,79,67,1,3,50,62,65,65,72,425000
34,182,72,67,1,3,68,61,67,31,57,375000
35,190,84,67,1,3,66,66,63,64,81,325000
34,185,80,67,1,3,65,47,63,28,77,400000
31,170,70,67,1,3,50,60,61,66,74,525000
31,188,89,67,1,3,32,50,47,63,79,525000
32,170,72,67,1,4,62,65,71,40,48,600000
33,187,89,67,1,3,30,48,34,67,69,300000
33,189,82,67,1,3,55,63,56,64,83,450000
32,165,59,67,1,4,67,64,74,44,56,600000
30,175,75,67,1,3,62,60,63,42,74,725000
31,183,81,67,1,3,46,64,62,60,78,525000
30,180,68,67,1,3,61,62,63,63,73,550000
32,182,75,67,2,3,68,66,67,37,62,600000
32,186,80,67,1,3,66,52,65,26,64,600000
33,181,77,67,1,3,57,61,62,66,78,290000
30,185,75,67,1,3,58,67,65,63,70,575000
30,176,67,67,1,3,58,59,68,36,62,725000
30,188,84,67,1,3,48,57,56,70,72,550000
31,182,77,67,1,3,47,58,65,64,67,0
33,180,81,67,1,2,30,43,52,66,63,300000
29,185,78,67,1,3,35,57,65,61,70,575000
31,184,80,67,1,3,63,66,66,40,58,675000
30,185,72,67,1,3,58,63,65,65,69,575000
31,184,76,67,1,3,42,52,48,68,77,500000
34,183,75,67,1,3,39,52,42,66,73,230000
31,178,73,67,1,4,61,64,66,44,60,675000
31,168,72,67,1,3,64,63,69,34,68,675000
32,188,79,67,1,4,61,70,65,52,58,575000
30,180,78,67,1,3,65,66,66,60,77,700000
35,178,73,67,2,3,50,64,52,67,66,180000
32,168,60,67,1,2,61,67,72,62,65,575000
31,180,68,67,1,3,21,57,61,66,67,525000
28,180,71,67,1,4,46,58,61,61,71,600000
29,180,74,67,1,3,50,63,62,66,67,575000
29,178,79,67,1,3,67,59,67,45,76,750000
29,170,70,67,1,4,66,62,67,39,74,750000
35,181,85,67,2,2,60,63,63,68,73,160000
30,180,80,67,1,3,65,62,65,39,72,725000
33,182,73,67,1,3,60,69,67,64,72,290000
32,180,81,67,1,3,52,63,63,63,79,425000
32,180,76,67,1,3,60,65,68,40,67,600000
31,182,80,67,1,3,46,57,42,64,73,525000
32,178,85,67,1,3,62,64,73,53,60,600000
30,183,73,67,1,3,62,65,66,62,79,0
31,188,84,67,1,3,50,62,55,63,76,525000
30,187,88,67,1,4,56,57,56,69,78,575000
33,183,80,67,1,2,46,61,62,64,69,290000
31,177,72,67,1,3,54,66,58,66,71,650000
33,187,82,67,1,3,64,50,64,37,77,475000
29,185,78,67,1,3,67,68,65,62,77,600000
29,180,78,67,1,3,55,65,66,62,70,725000
30,177,72,67,1,4,56,67,69,52,74,700000
29,184,78,67,1,3,62,52,62,39,78,750000
32,183,71,67,1,4,43,58,60,68,73,425000
32,176,76,67,1,4,48,58,59,68,71,425000
34,180,80,67,1,3,54,59,60,65,72,220000
30,184,80,67,1,4,62,53,64,27,64,725000
29,177,71,67,1,3,52,61,63,65,76,575000
28,180,77,67,1,4,49,57,65,62,74,600000
29,180,81,67,1,3,55,62,67,64,64,750000
31,175,69,67,1,3,57,63,67,64,68,500000
36,168,76,67,1,3,52,63,65,66,68,240000
29,183,80,67,1,3,49,58,64,63,70,575000
29,176,65,67,1,3,57,67,67,52,61,750000
34,175,79,67,1,2,51,70,69,56,67,375000
32,184,80,67,1,5,46,52,50,65,73,450000
31,178,71,67,1,3,67,68,68,57,65,650000
31,183,76,67,1,4,50,55,58,62,76,525000
30,178,75,67,1,3,59,65,70,33,65,725000
30,181,80,67,1,3,52,63,64,63,70,550000
28,181,78,67,1,3,45,61,64,64,70,600000
28,176,67,67,1,3,63,56,66,40,70,800000
33,187,80,67,1,2,63,55,64,43,70,475000
30,188,80,67,1,3,32,49,58,67,68,575000
30,183,80,67,1,3,69,59,53,43,70,0
31,183,75,67,1,3,52,63,55,63,78,525000
29,188,76,67,1,2,38,59,47,69,65,600000
29,189,80,67,1,3,33,52,55,66,73,600000
27,193,76,67,1,3,61,42,64,30,80,825000
29,168,70,67,1,3,55,63,68,67,73,725000
34,185,80,67,1,3,32,44,38,64,78,230000
28,177,72,67,1,3,60,67,64,63,70,750000
30,173,75,67,1,2,36,60,65,62,76,550000
30,182,78,67,2,3,65,59,65,36,70,725000
34,182,80,67,2,3,56,63,64,61,73,230000
30,180,78,67,1,4,51,62,62,62,76,550000
31,180,74,67,1,3,46,59,62,66,70,500000
29,192,85,67,1,3,35,51,42,66,73,600000
29,169,70,67,1,3,64,70,70,37,61,750000
31,178,75,67,1,2,64,61,65,42,65,675000
29,190,80,67,1,3,31,44,38,65,79,600000
30,186,89,67,1,4,66,52,57,36,76,725000
29,183,76,67,1,3,67,54,60,39,72,750000
30,182,77,67,1,4,48,57,61,67,72,550000
29,180,67,67,1,3,59,65,69,59,71,725000
27,188,92,67,1,3,62,57,61,54,84,825000
30,180,78,67,1,3,65,51,69,31,65,725000
31,168,59,67,1,3,63,66,69,56,67,675000
30,167,63,67,1,4,56,63,73,26,55,725000
29,182,76,67,1,4,60,60,63,64,77,600000
30,183,75,67,1,2,40,48,58,66,74,575000
29,187,80,67,1,2,68,57,65,31,75,750000
29,172,67,67,1,2,42,60,66,63,69,575000
28,170,75,67,1,3,65,63,69,37,66,800000
29,172,62,67,1,4,65,56,70,29,65,750000
27,177,75,67,1,3,65,41,60,31,54,825000
30,194,88,67,1,4,70,52,56,31,70,725000
27,181,67,67,1,4,63,64,68,39,56,800000
29,186,80,67,1,3,53,65,66,67,73,575000
28,178,69,67,1,3,65,65,66,55,73,750000
29,188,77,67,1,3,32,53,48,65,68,600000
28,180,70,67,1,4,57,68,68,50,61,775000
33,196,91,67,1,3,52,51,39,72,82,300000
29,185,79,67,1,2,62,52,58,32,81,750000
36,183,81,67,1,3,40,49,49,66,70,100000
31,191,84,67,1,3,31,51,45,65,72,525000
28,186,81,67,1,3,49,59,59,62,85,750000
28,179,77,67,1,4,39,56,62,61,75,600000
28,189,80,67,1,2,43,56,57,66,81,600000
30,183,78,67,1,2,33,55,50,67,76,575000
28,191,78,67,1,3,48,56,59,64,76,600000
28,188,79,67,1,3,64,55,66,37,68,800000
30,175,70,67,1,3,67,63,65,59,65,700000
30,183,77,67,1,4,68,65,67,55,71,725000
31,178,75,67,1,3,60,65,61,64,69,525000
27,190,92,67,1,2,37,41,47,67,73,650000
33,170,70,67,1,4,69,53,65,32,59,0
28,188,81,67,1,3,66,50,59,29,73,800000
28,182,72,67,1,4,53,61,62,60,70,600000
28,173,64,67,1,3,65,62,74,32,61,800000
30,174,77,67,1,4,61,66,70,51,66,725000
28,186,77,67,1,2,57,68,67,64,67,600000
28,183,76,67,1,3,60,62,66,65,69,600000
32,179,70,67,1,4,58,70,62,55,70,575000
27,173,73,67,1,4,59,63,67,63,77,775000
28,165,66,67,1,2,60,56,74,28,60,775000
26,183,76,67,1,4,60,59,72,32,57,825000
31,173,72,67,1,5,61,69,68,57,63,675000
27,178,75,67,1,3,52,59,68,35,60,800000
28,171,69,67,1,3,63,65,71,59,62,750000
30,177,72,67,1,3,52,66,61,62,72,550000
29,178,76,67,1,3,50,68,66,63,69,575000
27,165,61,67,1,3,57,59,72,39,52,800000
32,177,76,67,1,2,56,64,69,46,57,600000
29,167,70,67,1,3,55,67,70,57,73,725000
27,169,71,67,1,4,65,70,68,58,62,775000
30,181,71,67,1,3,66,51,68,31,65,725000
27,175,72,67,1,3,66,55,63,32,80,825000
29,181,78,67,1,3,48,64,61,65,72,600000
33,173,73,67,1,4,51,63,66,63,65,290000
33,181,86,67,1,3,44,42,49,68,77,0
31,178,73,67,1,3,45,53,49,67,67,525000
34,182,75,67,1,3,58,66,67,64,72,375000
32,183,74,67,1,3,36,50,47,67,67,450000
31,185,85,67,1,2,40,39,44,67,71,525000
29,175,70,67,1,4,65,48,69,29,64,750000
27,185,86,67,1,4,67,56,66,38,75,825000
30,180,77,67,1,2,61,62,66,63,70,550000
27,175,71,67,1,3,64,67,69,42,56,800000
30,177,71,67,1,3,64,64,67,61,63,700000
29,189,84,67,1,3,45,46,42,66,72,600000
32,175,71,67,1,2,52,64,66,63,76,425000
29,186,76,67,1,3,66,46,64,36,64,750000
32,187,73,67,1,2,59,65,71,45,66,600000
28,175,65,67,1,3,61,70,67,56,72,625000
29,191,94,67,1,3,59,63,61,63,75,600000
28,176,74,67,1,2,70,65,69,22,58,775000
30,178,75,67,1,3,57,66,67,57,68,700000
29,176,74,67,1,3,40,62,59,61,66,600000
29,168,60,67,1,3,64,50,72,26,59,750000
28,172,68,67,1,3,39,53,63,66,71,625000
27,185,79,67,1,4,62,65,68,28,63,800000
30,182,75,67,1,3,57,59,68,30,69,725000
28,178,73,67,1,3,51,64,64,58,69,750000
27,181,79,67,1,3,64,63,67,41,69,800000
27,196,84,67,1,3,67,56,62,35,65,825000
32,190,79,67,1,3,63,52,58,37,72,600000
29,180,76,67,1,2,56,59,61,64,67,575000
28,176,72,67,1,4,66,67,69,36,62,775000
27,179,71,67,1,3,25,45,47,65,70,650000
28,175,77,67,1,3,60,63,68,27,63,775000
31,177,62,67,1,3,56,60,72,42,70,675000
29,183,77,67,1,3,44,56,54,65,73,600000
29,188,91,67,1,2,42,58,57,63,77,600000
29,175,66,67,1,3,60,64,66,66,61,575000
29,183,76,67,1,3,56,61,61,63,80,600000
27,179,71,67,1,4,63,58,69,39,68,800000
29,183,70,67,1,3,42,60,44,65,79,600000
28,180,72,67,1,3,48,60,59,65,68,600000
29,186,86,67,1,3,28,46,48,66,77,600000
29,187,78,67,1,2,27,42,46,65,72,600000
32,187,86,67,1,3,43,58,60,64,76,425000
31,178,67,67,1,3,68,59,68,57,65,675000
28,188,80,67,1,3,50,57,48,66,69,625000
26,179,70,67,1,3,62,59,67,51,69,825000
29,180,71,67,1,4,42,57,64,65,73,575000
27,181,69,67,1,3,29,57,61,66,70,625000
29,181,83,67,1,4,61,62,67,56,59,750000
29,187,73,67,1,3,65,62,69,38,59,750000
28,190,79,67,1,3,64,42,65,35,73,800000
